K3024377;449;no running account;11;problematic running accounts;television;$3 549,00;140-700;<1 year;< 15;single;male;>8 years;ownership of house or land;28;no further running credits;owned;one;unskilled with no permanant residence;Urban;0;Test;0,908335182;bad
J7944221;665;no balance;18;N/A;household appliances;$5 420,80;no savings;unemployed;25-35;divorced/living apart/married;female;>8 years;life insurance;65;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,103495955;good
R2877847;370;no balance;36;paid back;retraining;$2 734,20;no savings;> 8 years;< 15;single;male;>8 years;ownership of house or land;31;no further running credits;owned;one;executive/self-employed;Urban;1;Test;0,408089442;bad
R6940138;654;>$300;24;no previous credits;other;$5 259,80;no savings;> 8 years;< 15;divorced/living apart/married;female;>8 years;ownership of house or land;60;no further running credits;owned;one;skilled employee;Suburban;0;Train;0,423632447;good
M1463542;575;no balance;28;paid back;new car;$3 153,00;no savings;unemployed;< 15;single;female;1-5 years;life insurance;32;no further running credits;rented;2- 4;executive/self-employed;Urban;0;Train;0,335037885;good
J8433727;703;>$300;12;N/A;used car;$2 203,60;no savings;1-5 years;< 15;single;male;1-5 years;no assets;48;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,103956695;good
M2998612;596;<= $300;18;hesistant: hesistant payment of previous credits;household appliances;$8 685,60;no savings;1-5 years;> 35;single;male;>8 years;ownership of house or land;42;no further running credits;rented;one;unskilled with permanant residence;Urban;0;Test;0,259247624;good
M1024406;428;no running account;18;no previous credits;used car;$3 462,20;no savings;unemployed;< 15;single;male;< 1 year;life insurance;23;no further running credits;rented;one;unskilled with no permanant residence;Rural;0;Train;0,275191415;bad
K1023660;425;no running account;18;problematic running accounts: there are further credits running but at other banks;used car;$4 341,00;no savings;unemployed;< 15;married/widowed;female;1-5 years;life insurance;31;no further running credits;owned;one;executive/self-employed;Rural;0;Train;0,949610578;bad
M5855197;449;no running account;21;problematic running accounts;furniture;$2 305,80;>1400;1-5 years;< 15;single;male;1-5 years;car;38;at other banks;rented;2- 4;unskilled with permanant residence;Rural;0;Train;0,295759522;bad
J9941401;711;>$300;24;paid back;used car;$3 135,00;no savings;> 8 years;< 15;single;male;>8 years;life insurance;31;no further running credits;rented;one;skilled employee;Rural;0;Train;0,142210471;good
R9569589;422;no balance;36;no previous credits;other;$17 344,60;>1400;1-5 years;> 35;single;male;>8 years;ownership of house or land;25;at other banks;owned;one;skilled employee;Urban;0;Train;0,564436507;bad
K4399929;420;no running account;24;no previous credits;other;$2 366,00;no savings;> 8 years;< 15;single;male;< 1 year;no assets;43;at other banks;rented;one;skilled employee;Rural;0;Train;0,863401307;bad
M2840350;464;no balance;15;hesistant;other;$2 489,20;no savings;<1 year;25-35;divorced/living apart/married;male;< 1 year;no assets;24;no further running credits;free;2- 4;unskilled with no permanant residence;Suburban;0;Train;0,349999264;bad
K6001546;648;>$300: or checking account for atleast one year;36;no problems with current credits;furniture;$6 235,60;no savings;<1 year;< 15;divorced/living apart/married;female;>8 years;no assets;32;no further running credits;rented;2- 4;skilled employee;Urban;0;Train;0,861820085;good
K5104017;398;no balance;24;no previous credits;other;$1 744,40;no savings;<1 year;< 15;single;male;1-5 years;no assets;21;at other banks;rented;one;unskilled with permanant residence;Urban;1;Train;0,976198154;bad
J3710273;647;<= $300;15;N/A;repair;$7 254,00;no savings;<1 year;< 15;divorced/living apart/married;female;>8 years;car;21;no further running credits;free;one;skilled employee;Rural;0;Train;0,108909505;good
M786442;615;>$300;12;paid back;other;$1 296,40;700-1400;unemployed;> 35;divorced/living apart/married;female;< 1 year;car;36;no further running credits;rented;one;unskilled with no permanant residence;Suburban;0;Train;0,258932052;good
J9954473;398;no running account;24;no previous credits;other;$6 743,80;no savings;5-8 years;25-35;single;male;5-8 years;car;25;no further running credits;rented;one;skilled employee;Rural;1;Test;0,138631817;bad
R509211;701;no balance;12;paid back;used car;$5 063,80;no savings;> 8 years;> 35;single;male;< 1 year;life insurance;26;no further running credits;free;5- 6;skilled employee;Rural;0;Train;0,556905282;good
M2349519;685;>$300;10;no previous credits;other;$2 164,40;no savings;1-5 years;15- 25;single;male;< 1 year;no assets;29;no further running credits;rented;one;unskilled with permanant residence;Rural;0;Train;0,230918796;bad
K3953961;502;no balance;18;paid back;furniture;$2 677,00;no savings;1-5 years;< 15;married/widowed;male;1-5 years;life insurance;31;no further running credits;rented;one;skilled employee;Rural;0;Test;0,756621481;bad
R5140832;605;no running account;24;no previous credits;furniture;$3 414,60;no savings;<1 year;< 15;divorced/living apart/married;female;5-8 years;no assets;33;no further running credits;rented;one;executive/self-employed;Urban;0;Test;0,528316502;bad
R9939184;669;no running account;28;paid back;new car;$2 136,40;no savings;> 8 years;> 35;single;male;>8 years;ownership of house or land;64;at other banks;owned;2- 4;executive/self-employed;Urban;0;Train;0,494537658;good
K9930789;691;no running account;18;paid back;furniture;$5 828,00;no savings;5-8 years;< 15;married/widowed;male;< 1 year;car;30;no further running credits;rented;2- 4;executive/self-employed;Rural;0;Train;0,774604437;good
R6179894;636;no balance;6;no previous credits;furniture;$1 054,20;no savings;1-5 years;25-35;divorced/living apart/married;female;5-8 years;no assets;62;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,596511969;good
R2490964;731;no balance;15;no previous credits;furniture;$1 122,80;no savings;> 8 years;< 15;single;male;5-8 years;life insurance;35;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,543484446;good
R7146002;385;no running account;6;problematic running accounts;repair;$1 677,20;no savings;> 8 years;< 15;divorced/living apart/married;female;>8 years;ownership of house or land;33;no further running credits;owned;one;skilled employee;Rural;1;Test;0,479810449;bad
R4143108;454;>$300;30;no problems with current credits;retraining;$5 980,80;<140;1-5 years;25-35;single;male;1-5 years;car;24;at department store;rented;2- 4;unskilled with permanant residence;Suburban;0;Train;0,480937737;good
K1392509;478;no running account;12;no previous credits;other;$1 260,00;>1400;1-5 years;< 15;married/widowed;male;1-5 years;life insurance;21;no further running credits;rented;7 or more;unskilled with permanant residence;Rural;1;Test;0,66691944;bad
M2028353;487;no running account;12;no previous credits;other;$8 045,00;no savings;5-8 years;< 15;divorced/living apart;male;1-5 years;no assets;24;no further running credits;rented;one;skilled employee;Urban;0;Test;0,245768918;bad
K4688889;482;>$300;21;paid back;other;$17 752,00;>1400;> 8 years;< 15;single;male;>8 years;ownership of house or land;28;no further running credits;owned;one;executive/self-employed;Suburban;0;Train;0,971783981;bad
R1591488;452;no balance;30;paid back;other;$7 327,60;140-700;unemployed;< 15;married/widowed;male;1-5 years;life insurance;34;no further running credits;rented;2- 4;executive/self-employed;Rural;0;Test;0,48054049;bad
K8269978;671;no balance;12;no previous credits;furniture;$4 102,00;no savings;5-8 years;25-35;divorced/living apart/married;female;< 1 year;car;37;no further running credits;rented;one;unskilled with no permanant residence;Suburban;0;Train;0,782274349;good
R2715253;647;<= $300;12;no previous credits;used car;$3 151,40;no savings;1-5 years;> 35;divorced/living apart/married;female;1-5 years;life insurance;44;no further running credits;rented;one;unskilled with permanant residence;Rural;0;Train;0,444292089;good
K7379809;639;>$300;36;hesistant;household appliances;$3 658,20;no savings;1-5 years;< 15;single;male;1-5 years;life insurance;25;at other banks;owned;2- 4;skilled employee;Rural;0;Train;0,839137091;good
M3959355;719;no running account;10;problematic running accounts: there are further credits running but at other banks;used car;$2 984,80;>1400;<1 year;25-35;divorced/living apart/married;female;5-8 years;no assets;25;no further running credits;free;2- 4;skilled employee;Rural;0;Train;0,258119685;good
R4222935;656;no balance;12;paid back;new car;$2 525,60;<140;<1 year;15- 25;single;male;>8 years;car;42;no further running credits;rented;one;skilled employee;Urban;0;Train;0,492811469;good
R2634646;565;>$300;24;no problems with current credits;retraining;$3 325,00;140-700;1-5 years;< 15;single;female;1-5 years;life insurance;42;at department store;rented;2- 4;skilled employee;Urban;0;Train;0,495213615;good
K984804;631;>$300;30;paid back;furniture;$3 963,40;no savings;1-5 years;< 15;divorced/living apart/married;female;1-5 years;life insurance;31;no further running credits;rented;one;skilled employee;Rural;0;Train;0,867321063;good
K1742196;728;>$300;12;hesistant: hesistant payment of previous credits;furniture;$1 766,80;no savings;1-5 years;15- 25;divorced/living apart/married;male;1-5 years;life insurance;23;no further running credits;rented;one;skilled employee;Rural;0;Test;0,791546803;good
J9421656;695;>$300: or checking account for atleast one year;6;hesistant: hesistant payment of previous credits;furniture;$2 657,20;>1400;1-5 years;> 35;single;male;1-5 years;no assets;32;no further running credits;rented;2- 4;unskilled with permanant residence;Urban;0;Train;0,197995705;good
M7011994;678;no balance;20;no previous credits;used car;$1 376,20;700-1400;<1 year;> 35;divorced/living apart/married;female;>8 years;no assets;18;no further running credits;free;7 or more;unskilled with permanant residence;Urban;0;Test;0,366578345;good
J3307454;463;no running account;12;no previous credits;new car;$5 026,00;no savings;1-5 years;25-35;single;male;1-5 years;car;27;at other banks;rented;one;unskilled with permanant residence;Urban;0;Test;0,190153652;good
J4764673;584;no balance;12;N/A;vacation;$1 974,00;no savings;1-5 years;25-35;single;male;1-5 years;no assets;34;no further running credits;rented;one;unskilled with permanant residence;Rural;0;Test;0,0568091668;good
K7917369;411;<= $300;6;no problems with current credits;other;$1 692,60;no savings;unemployed;< 15;single;male;>8 years;car;45;no further running credits;rented;one;executive/self-employed;Urban;0;Train;0,610217443;bad
R9971586;611;>$300;12;paid back;other;$1 628,20;140-700;1-5 years;< 15;single;male;1-5 years;no assets;42;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,555839175;good
K2099874;416;no running account;12;paid back;other;$1 920,80;no savings;5-8 years;< 15;divorced/living apart;male;< 1 year;life insurance;34;no further running credits;rented;2- 4;skilled employee;Suburban;0;Train;0,999751425;bad
R819961;383;no balance;36;no previous credits;other;$20 045,20;no savings;> 8 years;< 15;single;male;1-5 years;ownership of house or land;55;no further running credits;owned;one;executive/self-employed;Urban;1;Train;0,428134915;bad
K2808609;652;<= $300;54;hesistant;new car;$13 210,40;>1400;1-5 years;25-35;single;male;1-5 years;car;37;no further running credits;rented;one;unskilled with no permanant residence;Rural;0;Train;0,824619696;good
M7955472;636;no running account;6;paid back;repair;$1 892,80;140-700;unemployed;> 35;divorced/living apart/married;female;1-5 years;car;46;no further running credits;free;one;unskilled with no permanant residence;Rural;0;Test;0,273731648;good
J6077708;597;no balance;14;problematic running accounts: there are further credits running but at other banks;retraining;$1 974,00;140-700;> 8 years;> 35;married/widowed;male;5-8 years;no assets;33;no further running credits;rented;one;skilled employee;Rural;0;Train;0,171241483;good
M156371;680;>$300;36;no previous credits;other;$4 310,60;>1400;1-5 years;< 15;single;male;>8 years;no assets;34;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,39894656;good
K1663638;701;>$300: or checking account for atleast one year;24;no previous credits;furniture;$2 146,20;no savings;<1 year;< 15;divorced/living apart/married;female;5-8 years;life insurance;36;at department store;free;one;skilled employee;Suburban;0;Train;0,92709944;good
R1490085;385;no running account;12;no previous credits;other;$3 610,60;no savings;<1 year;< 15;married/widowed;male;< 1 year;no assets;31;no further running credits;rented;5- 6;unskilled with permanant residence;Urban;1;Train;0,503616868;bad
K4917632;411;no running account;36;no previous credits;used car;$4 824,40;no savings;> 8 years;< 15;single;male;1-5 years;life insurance;40;no further running credits;rented;one;skilled employee;Rural;0;Test;0,668725158;bad
M2989486;613;>$300: or checking account for atleast one year;12;no previous credits;used car;$1 572,20;140-700;1-5 years;< 15;married/widowed;female;>8 years;no assets;27;no further running credits;free;one;unskilled with permanant residence;Urban;0;Train;0,376519971;bad
R4005262;621;no balance;30;no problems with current credits;retraining;$3 504,20;<140;<1 year;< 15;single;male;1-5 years;car;25;at department store;rented;one;skilled employee;Suburban;0;Test;0,519317156;good
M958868;654;>$300;36;paid back;new car;$14 667,80;>1400;> 8 years;25-35;single;male;>8 years;ownership of house or land;40;no further running credits;owned;2- 4;skilled employee;Suburban;0;Train;0,226571478;good
M9734954;592;>$300;24;paid back;new car;$3 750,60;no savings;<1 year;< 15;divorced/living apart/married;male;< 1 year;ownership of house or land;27;at other banks;rented;one;unskilled with permanant residence;Suburban;0;Train;0,300612502;good
K6782082;551;>$300;6;no previous credits;new car;$1 873,20;140-700;1-5 years;> 35;divorced/living apart;male;1-5 years;no assets;60;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,882080477;good
J2764465;627;>$300: or checking account for atleast one year;24;paid back;furniture;$1 723,40;>1400;> 8 years;< 15;divorced/living apart/married;female;>8 years;car;55;no further running credits;free;2- 4;executive/self-employed;Rural;0;Train;0,1629355;bad
M4371380;610;no balance;18;paid back;used car;$10 323,60;no savings;unemployed;< 15;single;male;>8 years;car;38;at department store;rented;2- 4;executive/self-employed;Urban;0;Test;0,356100152;good
R9776353;640;>$300;15;hesistant: hesistant payment of previous credits;vacation;$1 223,60;>1400;<1 year;< 15;divorced/living apart/married;female;< 1 year;no assets;22;no further running credits;rented;one;skilled employee;Urban;0;Train;0,593712012;good
J5606550;600;no running account;20;N/A;used car;$3 096,80;>1400;5-8 years;< 15;single;male;>8 years;life insurance;37;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,0170385053;good
M1906740;635;no balance;18;no previous credits;furniture;$4 498,20;140-700;<1 year;> 35;married/widowed;male;5-8 years;no assets;23;no further running credits;free;one;skilled employee;Rural;0;Train;0,385910537;good
R8621500;451;no running account;36;no previous credits;new car;$11 520,60;no savings;1-5 years;25-35;single;male;1-5 years;car;24;no further running credits;rented;one;skilled employee;Rural;0;Train;0,433064435;bad
M9643307;663;no balance;42;paid back;retraining;$1 035,00;no savings;5-8 years;25-35;divorced/living apart/married;male;< 1 year;no assets;39;at other banks;rented;7 or more;executive/self-employed;Urban;0;Train;0,284585939;good
M5890000;670;no running account;20;no problems with current credits;other;$5 146,40;no savings;1-5 years;> 35;divorced/living apart/married;male;5-8 years;no assets;35;no further running credits;free;5- 6;skilled employee;Urban;0;Train;0,349470705;good
K1996018;448;no balance;12;no previous credits;household appliances;$894,60;no savings;1-5 years;< 15;single;male;1-5 years;no assets;28;no further running credits;rented;one;skilled employee;Rural;0;Test;0,914354256;bad
J7219852;675;>$300: or checking account for atleast one year;18;paid back;other;$1 439,20;no savings;1-5 years;< 15;divorced/living apart/married;female;5-8 years;no assets;34;no further running credits;rented;2- 4;skilled employee;Suburban;0;Train;0,157586082;good
R1641847;614;>$300;48;problematic running accounts;retraining;$5 052,60;140-700;1-5 years;> 35;divorced/living apart/married;female;< 1 year;no assets;25;at other banks;rented;one;skilled employee;Urban;0;Train;0,519605729;good
K4531867;407;no running account;18;no previous credits;new car;$2 854,60;no savings;1-5 years;> 35;divorced/living apart/married;female;>8 years;no assets;18;no further running credits;rented;one;skilled employee;Rural;0;Train;0,79804042;bad
K9610679;623;no balance;12;hesistant: hesistant payment of previous credits;other;$1 845,20;140-700;> 8 years;< 15;single;male;>8 years;no assets;52;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,741139987;bad
K4540949;692;>$300;27;no problems with current credits;new car;$12 058,20;700-1400;1-5 years;25-35;single;male;< 1 year;life insurance;25;no further running credits;rented;2- 4;skilled employee;Suburban;0;Test;0,81512185;good
M2423306;612;no running account;12;paid back;other;$2 970,80;no savings;1-5 years;15- 25;single;male;1-5 years;no assets;37;no further running credits;free;2- 4;unskilled with permanant residence;Rural;0;Test;0,346102972;good
R769307;618;no running account;12;no previous credits;used car;$2 601,20;no savings;1-5 years;< 15;divorced/living apart/married;female;< 1 year;life insurance;35;no further running credits;free;one;skilled employee;Suburban;0;Test;0,527799557;good
M9254815;585;>$300;28;paid back;furniture;$3 840,20;no savings;unemployed;< 15;single;male;1-5 years;life insurance;27;no further running credits;rented;2- 4;skilled employee;Suburban;0;Test;0,390461002;good
K1761268;570;>$300;12;no previous credits;furniture;$2 997,40;<140;5-8 years;15- 25;single;male;< 1 year;ownership of house or land;33;no further running credits;rented;one;skilled employee;Rural;0;Test;0,806867352;good
M9549405;556;>$300;12;paid back;furniture;$730,80;140-700;> 8 years;< 15;single;male;>8 years;car;40;no further running credits;rented;2- 4;skilled employee;Urban;0;Test;0,211584894;good
K314007;634;>$300;7;paid back;furniture;$1 022,00;>1400;> 8 years;< 15;single;male;1-5 years;car;44;no further running credits;free;2- 4;skilled employee;Urban;0;Test;0,869071931;good
R5387857;636;>$300;24;paid back;furniture;$8 288,00;700-1400;> 8 years;< 15;single;male;>8 years;car;50;at other banks;rented;2- 4;skilled employee;Rural;0;Train;0,546337821;good
K6238501;721;>$300;10;no previous credits;other;$1 801,80;>1400;> 8 years;< 15;single;male;1-5 years;car;43;no further running credits;rented;one;unskilled with permanant residence;Suburban;0;Train;0,638508014;good
K2045616;473;<= $300;15;no previous credits;furniture;$3 257,80;no savings;<1 year;25-35;divorced/living apart/married;female;5-8 years;no assets;23;no further running credits;rented;one;unskilled with permanant residence;Suburban;0;Test;0,656804426;bad
R8964882;378;no running account;12;no previous credits;used car;$11 011,00;no savings;> 8 years;< 15;single;male;>8 years;ownership of house or land;51;no further running credits;owned;one;executive/self-employed;Urban;1;Train;0,516378833;bad
M2391787;470;no balance;24;no previous credits;furniture;$4 328,80;<140;<1 year;15- 25;married/widowed;male;1-5 years;life insurance;18;no further running credits;free;one;skilled employee;Rural;0;Train;0,326394192;bad
R102382;411;no running account;12;no previous credits: no previous credits/paid back all previous credits;furniture;$992,60;no savings;> 8 years;< 15;single;male;>8 years;no assets;56;no further running credits;rented;5- 6;unskilled with permanant residence;Suburban;0;Train;0,483966164;bad
J5784440;638;no balance;18;paid back;used car;$7 737,00;no savings;1-5 years;< 15;divorced/living apart/married;female;< 1 year;car;36;no further running credits;rented;2- 4;skilled employee;Urban;0;Train;0,191294633;good
M7481221;461;no running account;24;no previous credits;other;$4 372,20;no savings;<1 year;< 15;divorced/living apart/married;female;< 1 year;car;25;no further running credits;rented;one;skilled employee;Rural;1;Test;0,37337863;bad
M8388724;612;no balance;12;no previous credits: no previous credits/paid back all previous credits;television;$1 993,60;no savings;5-8 years;< 15;single;male;5-8 years;no assets;34;no further running credits;free;one;skilled employee;Suburban;0;Train;0,321664052;good
R3945632;457;no running account;18;no previous credits;new car;$3 446,80;no savings;1-5 years;25-35;single;male;1-5 years;life insurance;20;no further running credits;rented;one;skilled employee;Rural;0;Test;0,423509394;bad
J5127708;643;>$300;18;N/A;used car;$3 521,00;<140;<1 year;15- 25;single;male;>8 years;no assets;54;no further running credits;rented;one;skilled employee;Urban;0;Test;0,0974753142;good
R1741917;669;>$300;36;paid back;furniture;$4 678,80;>1400;> 8 years;< 15;married/widowed;male;1-5 years;life insurance;49;at department store;rented;one;skilled employee;Urban;0;Train;0,444757506;good
J9409706;476;no balance;45;paid back;furniture;$6 644,40;no savings;<1 year;< 15;single;male;1-5 years;car;22;at other banks;rented;2- 4;unskilled with permanant residence;Suburban;0;Train;0,16412674;bad
R7151329;589;no balance;6;no previous credits;new car;$1 495,20;no savings;> 8 years;< 15;single;male;>8 years;life insurance;28;no further running credits;rented;one;skilled employee;Suburban;0;Train;0,455828906;good
K1559242;641;>$300;24;paid back;new car;$9 578,80;>1400;1-5 years;25-35;single;male;1-5 years;car;44;no further running credits;rented;2- 4;executive/self-employed;Rural;0;Train;0,854742;good
J3159256;476;<= $300;25;N/A;retraining;$6 781,60;no savings;unemployed;15- 25;single;male;1-5 years;life insurance;31;no further running credits;free;one;executive/self-employed;Suburban;0;Test;0,111038778;bad
K7237379;620;>$300;12;no previous credits;new car;$6 545,00;>1400;<1 year;> 35;divorced/living apart/married;female;>8 years;life insurance;18;no further running credits;free;one;skilled employee;Rural;0;Test;0,806091839;good
M4526291;632;>$300;12;paid back;repair;$4 991,00;>1400;<1 year;25-35;single;male;< 1 year;car;35;no further running credits;rented;2- 4;unskilled with permanant residence;Urban;0;Train;0,3734427;good
K9007543;464;no balance;18;no previous credits;household appliances;$9 053,00;no savings;unemployed;15- 25;divorced/living apart/married;female;>8 years;ownership of house or land;36;no further running credits;owned;one;executive/self-employed;Suburban;0;Train;0,876185809;bad
M9928385;563;no balance;15;paid back;retraining;$3 256,40;140-700;1-5 years;25-35;single;male;>8 years;life insurance;25;at other banks;rented;one;skilled employee;Rural;0;Test;0,281434405;good
K8749808;429;no balance;12;no problems with current credits;other;$11 320,40;<140;> 8 years;25-35;single;male;>8 years;life insurance;40;at department store;rented;7 or more;executive/self-employed;Suburban;0;Test;0,939985838;bad
R4529840;443;no running account;20;paid back;other;$967,40;no savings;> 8 years;< 15;single;male;5-8 years;car;33;no further running credits;rented;2- 4;executive/self-employed;Rural;0;Train;0,594921024;bad
K6964896;550;<= $300;10;no previous credits;other;$1 736,00;<140;> 8 years;> 35;divorced/living apart/married;female;>8 years;ownership of house or land;46;no further running credits;owned;one;unskilled with permanant residence;Suburban;0;Train;0,9460359;bad
K3432637;409;no running account;12;no previous credits;furniture;$1 017,80;<140;<1 year;25-35;married/widowed;male;< 1 year;ownership of house or land;31;no further running credits;rented;one;unskilled with permanant residence;Urban;0;Train;0,978892681;bad
J4809313;597;>$300;12;N/A;other;$4 937,80;>1400;<1 year;25-35;single;male;5-8 years;car;43;at other banks;owned;one;executive/self-employed;Urban;0;Train;0,0218462939;good
M9300265;385;no running account;24;no previous credits;used car;$4 527,60;no savings;<1 year;< 15;divorced/living apart/married;female;>8 years;no assets;21;no further running credits;free;one;unskilled with permanant residence;Rural;1;Train;0,399586801;bad
M5904515;644;>$300;36;no previous credits;retraining;$10 372,60;no savings;unemployed;15- 25;single;male;1-5 years;car;35;no further running credits;rented;2- 4;skilled employee;Rural;0;Test;0,314554591;good
J7954189;710;<= $300;12;no previous credits;furniture;$4 222,40;<140;1-5 years;15- 25;married/widowed;male;< 1 year;life insurance;22;no further running credits;rented;one;skilled employee;Rural;0;Train;0,175283578;good
M5922493;614;>$300;10;no previous credits;new car;$3 987,20;<140;1-5 years;> 35;single;male;1-5 years;no assets;30;no further running credits;free;one;skilled employee;Suburban;0;Train;0,248861308;good
M9619061;426;no running account;24;no previous credits;furniture;$2 552,20;no savings;unemployed;< 15;single;male;1-5 years;life insurance;28;at department store;owned;one;executive/self-employed;Urban;0;Test;0,297827579;bad
J4223013;576;no running account;18;N/A;used car;$3 722,60;700-1400;1-5 years;< 15;single;male;1-5 years;life insurance;45;no further running credits;rented;one;skilled employee;Rural;0;Test;0,113509816;bad
J6007291;437;no running account;17;hesistant;used car;$3 181,00;no savings;> 8 years;15- 25;single;female;>8 years;ownership of house or land;21;at other banks;free;2- 4;skilled employee;Rural;0;Train;0,16544286;bad
M9600274;607;>$300;4;problematic running accounts: there are further credits running but at other banks;other;$3 223,00;no savings;5-8 years;25-35;single;male;< 1 year;no assets;40;no further running credits;rented;5- 6;unskilled with permanant residence;Rural;0;Train;0,351067918;good
K1420221;389;no running account;24;problematic running accounts;furniture;$2 164,40;no savings;5-8 years;< 15;single;female;>8 years;life insurance;22;at other banks;free;one;unskilled with permanant residence;Rural;1;Train;0,724869412;bad
M9291740;637;>$300;36;no previous credits;new car;$11 386,20;no savings;1-5 years;> 35;divorced/living apart/married;female;1-5 years;car;28;at other banks;rented;one;skilled employee;Rural;0;Train;0,229322686;good
K1082819;625;no running account;18;no previous credits: no previous credits/paid back all previous credits;furniture;$7 482,00;700-1400;1-5 years;< 15;single;male;5-8 years;no assets;44;no further running credits;rented;2- 4;skilled employee;Urban;0;Test;0,966256741;bad
M6101515;604;no running account;12;problematic running accounts;vacation;$10 474,60;no savings;> 8 years;< 15;married/widowed;male;< 1 year;life insurance;26;at other banks;rented;one;unskilled with permanant residence;Urban;0;Train;0,210472621;good
M4717854;656;no running account;18;no previous credits;furniture;$2 710,40;140-700;5-8 years;> 35;married/widowed;female;>8 years;life insurance;21;no further running credits;free;2- 4;unskilled with permanant residence;Rural;0;Test;0,316195719;good
J6001552;688;no running account;24;N/A;new car;$4 139,80;no savings;> 8 years;15- 25;single;male;>8 years;car;62;no further running credits;rented;2- 4;skilled employee;Rural;0;Train;0,0235561561;good
J7778084;647;no running account;15;N/A;retraining;$1 128,40;no savings;1-5 years;> 35;divorced/living apart/married;female;>8 years;car;20;no further running credits;rented;one;unskilled with permanant residence;Rural;0;Test;0,0277549803;good
J8758842;625;>$300;13;N/A;furniture;$6 342,00;no savings;5-8 years;< 15;divorced/living apart/married;female;>8 years;life insurance;24;no further running credits;free;one;executive/self-employed;Urban;0;Train;0,0572313247;good
K694769;589;no balance;11;no problems with current credits;furniture;$6 679,40;no savings;5-8 years;25-35;single;male;>8 years;car;49;no further running credits;rented;one;skilled employee;Urban;0;Train;0,834171834;good
M2707855;606;>$300;12;no previous credits;furniture;$3 039,40;<140;<1 year;25-35;divorced/living apart/married;female;1-5 years;life insurance;27;at other banks;rented;one;skilled employee;Urban;0;Train;0,255567009;good
M5517803;472;no running account;18;paid back;used car;$2 973,60;no savings;1-5 years;< 15;divorced/living apart/married;female;>8 years;life insurance;35;at other banks;free;2- 4;skilled employee;Suburban;0;Train;0,306976151;bad
J6204491;678;>$300;36;N/A;other;$5 033,00;no savings;> 8 years;< 15;single;male;1-5 years;life insurance;26;no further running credits;rented;one;skilled employee;Urban;0;Train;0,0428332694;good
M8078768;643;no running account;6;no previous credits;furniture;$926,80;no savings;<1 year;15- 25;single;male;>8 years;no assets;39;no further running credits;rented;one;unskilled with permanant residence;Urban;0;Train;0,234989967;good
K5591596;568;<= $300;18;no problems with current credits;furniture;$1 537,20;no savings;unemployed;< 15;divorced/living apart/married;female;>8 years;life insurance;63;no further running credits;rented;2- 4;unskilled with no permanant residence;Rural;0;Train;0,795096041;good
K9254839;580;no running account;12;paid back;retraining;$2 969,40;no savings;1-5 years;< 15;married/widowed;male;1-5 years;car;47;no further running credits;rented;2- 4;skilled employee;Rural;0;Test;0,942875828;good
R8388844;619;>$300;12;no previous credits;new car;$3 423,00;>1400;<1 year;25-35;married/widowed;male;>8 years;life insurance;24;no further running credits;free;one;skilled employee;Rural;0;Test;0,445759169;good
R4375579;433;no balance;36;no previous credits;repair;$17 656,80;<140;1-5 years;> 35;single;female;>8 years;ownership of house or land;45;no further running credits;owned;one;skilled employee;Suburban;0;Test;0,52777114;bad
J9441489;623;>$300;36;N/A;retraining;$8 825,60;>1400;> 8 years;< 15;single;male;>8 years;no assets;34;no further running credits;rented;2- 4;skilled employee;Suburban;0;Test;0,071246855;good
K2529659;614;<= $300;30;no previous credits;used car;$5 070,80;700-1400;> 8 years;< 15;divorced/living apart/married;female;>8 years;car;55;no further running credits;free;2- 4;skilled employee;Urban;0;Train;0,776254938;good
R6281705;588;no balance;30;problematic running accounts;used car;$4 894,40;700-1400;1-5 years;< 15;married/widowed;male;1-5 years;life insurance;32;at department store;rented;one;unskilled with no permanant residence;Rural;0;Test;0,411359016;good
M7477687;642;no balance;36;hesistant;furniture;$5 325,60;no savings;1-5 years;< 15;divorced/living apart/married;female;< 1 year;life insurance;40;no further running credits;rented;one;skilled employee;Rural;0;Train;0,202512623;bad
M1136723;609;>$300;12;paid back;furniture;$1 366,40;>1400;> 8 years;< 15;single;male;>8 years;no assets;33;no further running credits;rented;2- 4;skilled employee;Suburban;0;Train;0,236872444;good
J5993036;645;no running account;36;N/A;furniture;$5 068,00;no savings;1-5 years;> 35;divorced/living apart/married;male;>8 years;car;35;no further running credits;rented;one;skilled employee;Suburban;0;Test;0,0224986425;good
K2198939;666;>$300;23;no previous credits;other;$8 423,00;>1400;1-5 years;< 15;single;male;>8 years;ownership of house or land;32;no further running credits;owned;one;skilled employee;Urban;0;Train;0,841615502;good
J219492;360;no balance;60;problematic running accounts;business;$20 694,80;<140;> 8 years;> 35;divorced/living apart/married;female;>8 years;ownership of house or land;58;at other banks;owned;2- 4;executive/self-employed;Rural;1;Test;0,132895993;bad
